"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","IFINP","I.A. Transfers based on input use","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,400000,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,400000,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,400000,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","NAT","National currency","2018","2018","CAD","Canadian Dollar","0","Units",,,13081993.71,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","NAT","National currency","2019","2019","CAD","Canadian Dollar","0","Units",,,27479802.848571,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","NAT","National currency","2020","2020","CAD","Canadian Dollar","0","Units",,,34263520.291429,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2012","2012","CAD","Canadian Dollar","0","Units",,,400000,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2013","2013","CAD","Canadian Dollar","0","Units",,,400000,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2014","2014","CAD","Canadian Dollar","0","Units",,,400000,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2015","2015","CAD","Canadian Dollar","0","Units",,,400000,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2016","2016","CAD","Canadian Dollar","0","Units",,,400000,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2017","2017","CAD","Canadian Dollar","0","Units",,,400000,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2018","2018","CAD","Canadian Dollar","0","Units",,,400000,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2019","2019","CAD","Canadian Dollar","0","Units",,,400000,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2020","2020","CAD","Canadian Dollar","0","Units",,,400000,,
"CAN","Canada","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2018","2018","CAD","Canadian Dollar","0","Units",,,12681993.71,,
"CAN","Canada","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2019","2019","CAD","Canadian Dollar","0","Units",,,27079802.848571,,
"CAN","Canada","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","NAT","National currency","2020","2020","CAD","Canadian Dollar","0","Units",,,33863520.291429,,
"CAN","Canada","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2018","2018","CAD","Canadian Dollar","0","Units",,,12681993.71,,
"CAN","Canada","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2019","2019","CAD","Canadian Dollar","0","Units",,,27079802.848571,,
"CAN","Canada","IFINP_FIX_M","I.A.2.2.Support to modernisation","NAT","National currency","2020","2020","CAD","Canadian Dollar","0","Units",,,33863520.291429,,
"CAN","Canada","GSRND","II.F. Research and development","NAT","National currency","2018","2018","CAD","Canadian Dollar","0","Units",,,3034176,,
"CAN","Canada","GSRND","II.F. Research and development","NAT","National currency","2019","2019","CAD","Canadian Dollar","0","Units",,,2672962,,
"CAN","Canada","GSRND","II.F. Research and development","NAT","National currency","2020","2020","CAD","Canadian Dollar","0","Units",,,4133715,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,400304.7404285,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,388302.05097103,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,362091.24140382,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,312922.02004825,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,301793.60075015,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,308142.56130002,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,10093095.172118,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,20708941.436961,,
"CAN","Canada","IFINP","I.A. Transfers based on input use","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,25546715.427054,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,400304.7404285,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,388302.05097103,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,362091.24140382,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,312922.02004825,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,301793.60075015,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,308142.56130002,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,308610.3049997,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,301442.35824513,,
"CAN","Canada","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,298238.07022473,,
"CAN","Canada","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,9784484.8671183,,
"CAN","Canada","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,20407499.078716,,
"CAN","Canada","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,25248477.356829,,
"CAN","Canada","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,9784484.8671183,,
"CAN","Canada","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,20407499.078716,,
"CAN","Canada","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,25248477.356829,,
"CAN","Canada","GSRND","II.F. Research and development","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,2340944.9519569,,
"CAN","Canada","GSRND","II.F. Research and development","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,2014359.9219491,,
"CAN","Canada","GSRND","II.F. Research and development","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,3082077.9611475,,
"DNK","Denmark","IFINC","I.B. Transfers based on fishers income","NAT","National currency","2017","2017","DKK","Danish Krone","0","Units",,,17600000,,
"DNK","Denmark","IFINC","I.B. Transfers based on fishers income","NAT","National currency","2018","2018","DKK","Danish Krone","0","Units",,,5850767,,
"DNK","Denmark","IFINC","I.B. Transfers based on fishers income","NAT","National currency","2019","2019","DKK","Danish Krone","0","Units",,,2977575.18,,
"DNK","Denmark","IFINC","I.B. Transfers based on fishers income","NAT","National currency","2020","2020","DKK","Danish Krone","0","Units",,,8756798.11,,
"DNK","Denmark","IFINC_INS","I.B.1. Income support","NAT","National currency","2017","2017","DKK","Danish Krone","0","Units",,,17600000,,
"DNK","Denmark","IFINC_INS","I.B.1. Income support","NAT","National currency","2018","2018","DKK","Danish Krone","0","Units",,,5850767,,
"DNK","Denmark","IFINC_INS","I.B.1. Income support","NAT","National currency","2019","2019","DKK","Danish Krone","0","Units",,,2977575.18,,
"DNK","Denmark","IFINC_INS","I.B.1. Income support","NAT","National currency","2020","2020","DKK","Danish Krone","0","Units",,,8756798.11,,
"DNK","Denmark","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,2665942.3833673,,
"DNK","Denmark","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,926701.75917021,,
"DNK","Denmark","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,446464.59123889,,
"DNK","Denmark","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,1338549.2118867,,
"DNK","Denmark","IFINC_INS","I.B.1. Income support","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,2665942.3833673,,
"DNK","Denmark","IFINC_INS","I.B.1. Income support","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,926701.75917021,,
"DNK","Denmark","IFINC_INS","I.B.1. Income support","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,446464.59123889,,
"DNK","Denmark","IFINC_INS","I.B.1. Income support","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,1338549.2118867,,
"GRC","Greece","IFINP_FIX_O","I.A.2.3.Support to other fixed costs","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,1479366.91,,
"GRC","Greece","IFINP_FIX_O","I.A.2.3.Support to other fixed costs","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,1794886.25,,
"GRC","Greece","GSMNG_ENF","II.G.3. Enforcement expenditures","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,1377182,,
"GRC","Greece","GSMNG_ENF","II.G.3. Enforcement expenditures","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,0,,
"GRC","Greece","IFINP_FIX_O","I.A.2.3.Support to other fixed costs","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,1655979.85927,,
"GRC","Greece","IFINP_FIX_O","I.A.2.3.Support to other fixed costs","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,2045357.5197573,,
"GRC","Greece","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,1541595.6914632,,
"GRC","Greece","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","NAT","National currency","2010","2010","KRW","Won","0","Units",,,55636000000,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","NAT","National currency","2011","2011","KRW","Won","0","Units",,,52363000000,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","NAT","National currency","2012","2012","KRW","Won","0","Units",,,50743000000,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","NAT","National currency","2013","2013","KRW","Won","0","Units",,,41513000000,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","NAT","National currency","2014","2014","KRW","Won","0","Units",,,36565000000,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","NAT","National currency","2015","2015","KRW","Won","0","Units",,,34577000000,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","NAT","National currency","2016","2016","KRW","Won","0","Units",,,51327000000,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","NAT","National currency","2017","2017","KRW","Won","0","Units",,,59573000000,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","NAT","National currency","2018","2018","KRW","Won","0","Units",,,55033000000,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","NAT","National currency","2019","2019","KRW","Won","0","Units",,,61991000000,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","NAT","National currency","2020","2020","KRW","Won","0","Units",,,57957000000,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,48151717.714271,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,47288799.876254,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,45067439.097382,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,37913991.412829,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,34722474.515846,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,30563702.033328,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,44224942.879196,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,52689860.736842,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,50021545.271426,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,53197741.35502,,
"KOR","Korea","IFINC_INS","I.B.1. Income support","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,49110782.500569,,
"NLD","Netherlands","IFINP_FIX_O","I.A.2.3.Support to other fixed costs","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,698107,,
"NLD","Netherlands","IFINP_FIX_O","I.A.2.3.Support to other fixed costs","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,377037,,
"NLD","Netherlands","IFINC","I.B. Transfers based on fishers income","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,3700400,,
"NLD","Netherlands","IFINC_INS","I.B.1. Income support","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,3700400,,
"NLD","Netherlands","GSMNG_EXP","II.G.1. Management expenditures","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,130000,,
"NLD","Netherlands","GSMNG_EXP","II.G.1. Management expenditures","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,130000,,
"NLD","Netherlands","GSMNG_STK","II.G.2. Stock enhancement programs","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,250000,,
"NLD","Netherlands","GSMNG_STK","II.G.2. Stock enhancement programs","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,250000,,
"NLD","Netherlands","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","NAT","National currency","2016","2016","EUR","Euro","0","Units",,,327625,,
"NLD","Netherlands","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","NAT","National currency","2017","2017","EUR","Euro","0","Units",,,463022,,
"NLD","Netherlands","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","NAT","National currency","2018","2018","EUR","Euro","0","Units",,,376406,,
"NLD","Netherlands","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","NAT","National currency","2019","2019","EUR","Euro","0","Units",,,698930,,
"NLD","Netherlands","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","NAT","National currency","2020","2020","EUR","Euro","0","Units",,,615679,,
